                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.87761,                0.43111,                 1.6373,                 0.9085,                0.91796,                0.91646,                0.69911,                 2.0639,                 1.3905,                 2.1875,               0.003598,               0.003598,               0.003598
                     99,                0.88324,                0.43584,                 1.6413,                0.90625,                 0.9181,                0.91486,                 0.6998,                 2.0576,                 1.4012,                 2.1865,               0.003532,               0.003532,               0.003532
                    100,                0.86047,                0.42394,                 1.6349,                0.90708,                0.91417,                0.91477,                0.70124,                 2.0528,                 1.4297,                 2.1852,               0.003466,               0.003466,               0.003466
                    101,                0.85151,                0.42431,                 1.6371,                0.91265,                0.91768,                0.91441,                0.69968,                 2.0401,                  1.368,                 2.1869,                 0.0034,                 0.0034,                 0.0034
                    102,                0.85834,                 0.4207,                 1.6347,                0.90771,                0.92213,                0.91774,                0.70482,                 2.0353,                 1.3707,                  2.176,               0.003334,               0.003334,               0.003334
                    103,                 0.8678,                 0.4283,                 1.6378,                0.90785,                0.91803,                0.91729,                0.70267,                 2.0372,                 1.3862,                 2.1764,               0.003268,               0.003268,               0.003268
                    104,                0.85181,                0.41865,                 1.6336,                0.90868,                0.91801,                0.91675,                0.70167,                 2.0404,                 1.3747,                 2.1778,               0.003202,               0.003202,               0.003202
                    105,                0.84091,                0.41624,                  1.635,                0.91158,                0.91715,                  0.918,                0.70376,                 2.0455,                 1.3762,                 2.1826,               0.003136,               0.003136,               0.003136
                    106,                0.83589,                0.41527,                 1.6311,                0.90745,                0.91434,                0.91577,                0.70334,                 2.0437,                 1.4151,                 2.1791,                0.00307,                0.00307,                0.00307
                    107,                0.82846,                0.41229,                 1.6317,                0.90744,                0.91583,                0.91376,                0.70151,                  2.045,                 1.4084,                 2.1886,               0.003004,               0.003004,               0.003004
